size,density,wind,env_index,plant_tree_proportion,tree_burn_time,plant_burn_time,percolation,percentage burnt down
500,0.547,True,1.0,0.0,1,1,False,2.9373967321461353e-05
500,0.547,True,1.0,0.0,1,1,False,0.47279896990181874
500,0.547,True,1.0,0.0,1,1,False,0.5098518920027542
500,0.547,True,1.0,0.0,1,1,False,0.5361439175106951
500,0.547,True,1.0,0.0,1,1,False,0.6504455206519671
500,0.547,True,1.0,0.0,1,1,False,0.6969409151682971
500,0.547,True,1.0,0.0,1,1,True,0.8646484845388663
500,0.547,True,1.0,0.0,1,1,False,0.7290276854280683
500,0.547,True,1.0,0.0,1,1,True,0.967603557889025
500,0.547,True,1.0,0.0,1,1,False,0.4901146625780373
500,0.547,True,1.0,0.0,1,1,False,0.6302616859330101
500,0.547,True,1.0,0.0,1,1,False,0.660934741037608
500,0.547,True,1.0,0.0,1,1,False,0.48239346492222407
500,0.547,True,1.0,0.0,1,1,False,0.6490869396964011
500,0.547,True,1.0,0.0,1,1,True,0.9745039385051965
500,0.547,True,1.0,0.0,1,1,True,0.955451690644855
500,0.547,True,1.0,0.0,1,1,False,0.7879922615819789
500,0.547,True,1.0,0.0,1,1,False,0.46651329243353784
500,0.547,True,1.0,0.0,1,1,True,0.9725279537558754
500,0.547,True,1.0,0.0,1,1,True,0.9717282695360218
500,0.547,True,1.0,0.0,1,1,False,0.9078152947618179
500,0.547,True,1.0,0.0,1,1,False,0.7706231692440302
500,0.547,True,1.0,0.0,1,1,False,0.6506029392372049
500,0.547,True,1.0,0.0,1,1,True,0.9763646595385481
500,0.547,True,1.0,0.0,1,1,True,0.9414756598582864
500,0.547,True,1.0,0.0,1,1,False,0.6131491777203811
500,0.547,True,1.0,0.0,1,1,False,0.5111810586585651
500,0.547,True,1.0,0.0,1,1,True,0.9515889559334431
500,0.547,True,1.0,0.0,1,1,False,0.46426195958045535
500,0.547,True,1.0,0.0,1,1,False,0.5624767150506608
500,0.547,True,1.0,0.0,1,1,True,0.9594692506422126
500,0.547,True,1.0,0.0,1,1,True,0.9175176172407226
500,0.547,True,1.0,0.0,1,1,False,0.5401350392462382
500,0.547,True,1.0,0.0,1,1,False,0.5128370315599904
500,0.547,True,1.0,0.0,1,1,False,0.8207503609618809
500,0.547,True,1.0,0.0,1,1,False,0.8322280200559702
500,0.547,True,1.0,0.0,1,1,False,0.5796089181819507
500,0.547,True,1.0,0.0,1,1,False,0.4760688935738724
500,0.547,True,1.0,0.0,1,1,False,0.8384699613110446
500,0.547,True,1.0,0.0,1,1,True,0.9595066939260041
500,0.547,True,1.0,0.0,1,1,False,0.66258806351524
500,0.547,True,1.0,0.0,1,1,False,0.5534196963365371
500,0.547,True,1.0,0.0,1,1,False,0.6535778339006625
500,0.547,True,1.0,0.0,1,1,True,0.9676334378755459
500,0.547,True,1.0,0.0,1,1,False,0.507935581748162
500,0.547,True,1.0,0.0,1,1,False,0.778027741054277
500,0.547,True,1.0,0.0,1,1,True,0.9793444127911637
500,0.547,True,1.0,0.0,1,1,False,0.7271714758855167
500,0.547,True,1.0,0.0,1,1,False,0.5794625143668695
500,0.547,True,1.0,0.0,1,1,False,0.7680108844333584
500,0.547,True,1.0,0.0,1,1,True,0.8484642436738246
500,0.547,True,1.0,0.0,1,1,True,0.9011755577677578
500,0.547,True,1.0,0.0,1,1,False,0.5233773718421033
500,0.547,True,1.0,0.0,1,1,False,0.6074812785388127
500,0.547,True,1.0,0.0,1,1,False,0.5065431350055896
500,0.547,True,1.0,0.0,1,1,False,0.6278421968445218
500,0.547,True,1.0,0.0,1,1,False,0.7559308403699236
500,0.547,True,1.0,0.0,1,1,False,0.8446286186205939
500,0.547,True,1.0,0.0,1,1,False,0.4807249078817951
500,0.547,True,1.0,0.0,1,1,True,0.9749992687706572
500,0.547,True,1.0,0.0,1,1,False,0.5753497600186733
500,0.547,True,1.0,0.0,1,1,False,0.7771219765815508
500,0.547,True,1.0,0.0,1,1,True,0.9198944813452902
500,0.547,True,1.0,0.0,1,1,True,0.9510495136400204
500,0.547,True,1.0,0.0,1,1,False,0.7207716674835943
500,0.547,True,1.0,0.0,1,1,False,0.7134947693562957
500,0.547,True,1.0,0.0,1,1,False,0.6842512500456222
500,0.547,True,1.0,0.0,1,1,False,0.5964925095137575
500,0.547,True,1.0,0.0,1,1,False,0.616522865485521
500,0.547,True,1.0,0.0,1,1,False,0.5164844036697248
500,0.547,True,1.0,0.0,1,1,False,0.5400263523900154
500,0.547,True,1.0,0.0,1,1,False,0.5113062664845
500,0.547,True,1.0,0.0,1,1,False,0.6821136843952701
500,0.547,True,1.0,0.0,1,1,False,0.5305664733127804
500,0.547,True,1.0,0.0,1,1,False,0.5252119295471516
500,0.547,True,1.0,0.0,1,1,True,0.927928851151045
500,0.547,True,1.0,0.0,1,1,True,0.9311158499498025
500,0.547,True,1.0,0.0,1,1,True,0.9414546783625731
500,0.547,True,1.0,0.0,1,1,False,0.5051399200456882
500,0.547,True,1.0,0.0,1,1,False,0.4376307129798903
500,0.547,True,1.0,0.0,1,1,True,0.9601080026120197
500,0.547,True,1.0,0.0,1,1,True,0.9531375910216401
500,0.547,True,1.0,0.0,1,1,True,0.9833984517903918
500,0.547,True,1.0,0.0,1,1,True,0.9219823859556572
500,0.547,True,1.0,0.0,1,1,True,0.8940342155285861
500,0.547,True,1.0,0.0,1,1,False,0.5548124051814681
500,0.547,True,1.0,0.0,1,1,False,0.5625219735145904
500,0.547,True,1.0,0.0,1,1,True,0.9647656410106275
500,0.547,True,1.0,0.0,1,1,True,0.9525274020522388
500,0.547,True,1.0,0.0,1,1,False,0.7390194899470589
500,0.547,True,1.0,0.0,1,1,True,0.9815039550831225
500,0.547,True,1.0,0.0,1,1,False,0.6886391007627459
500,0.547,True,1.0,0.0,1,1,True,0.955942652959611
500,0.547,True,1.0,0.0,1,1,True,0.8882316427502099
500,0.547,True,1.0,0.0,1,1,False,0.5181586573908473
500,0.547,True,1.0,0.0,1,1,False,0.8254918858912373
500,0.547,True,1.0,0.0,1,1,False,0.8826639018085969
500,0.547,True,1.0,0.0,1,1,False,0.6972940565754937
500,0.548,True,1.0,0.0,1,1,False,0.6209634418027099
500,0.548,True,1.0,0.0,1,1,False,0.4489569252128165
500,0.547,True,1.0,0.0,1,1,True,0.8497777908153537
500,0.548,True,1.0,0.0,1,1,False,0.5915565007052083
500,0.548,True,1.0,0.0,1,1,True,0.9569249417657926
500,0.548,True,1.0,0.0,1,1,False,0.5962162791713375
500,0.548,True,1.0,0.0,1,1,False,0.4984902211661488
500,0.548,True,1.0,0.0,1,1,True,0.9678252495184732
500,0.547,True,1.0,0.0,1,1,False,0.7633760911258741
500,0.548,True,1.0,0.0,1,1,False,0.47362691953653513
500,0.548,True,1.0,0.0,1,1,False,0.6114070435980209
500,0.548,True,1.0,0.0,1,1,True,0.9567603513541164
500,0.548,True,1.0,0.0,1,1,False,0.5807465216882965
500,0.548,True,1.0,0.0,1,1,False,0.8343472362028973
500,0.548,True,1.0,0.0,1,1,False,0.5526123652930697
500,0.548,True,1.0,0.0,1,1,False,0.5327119803262467
