size,density,wind,env_index,plant_tree_proportion,tree_burn_time,plant_burn_time,percolation,percentage burnt down
500,0.549,True,1.0,0.0,1,1,False,0.539121692504954
500,0.549,True,1.0,0.0,1,1,False,0.7727994522304129
500,0.549,True,1.0,0.0,1,1,False,0.6688231175423753
500,0.549,True,1.0,0.0,1,1,False,0.8904379716071571
500,0.549,True,1.0,0.0,1,1,False,0.7695429179233874
500,0.549,True,1.0,0.0,1,1,True,0.9450203614800137
500,0.549,True,1.0,0.0,1,1,True,0.9600526714003026
500,0.549,True,1.0,0.0,1,1,True,0.9622679917702055
500,0.549,True,1.0,0.0,1,1,True,0.9720035954662049
500,0.549,True,1.0,0.0,1,1,True,0.944866518556288
500,0.549,True,1.0,0.0,1,1,False,0.8216960970948849
500,0.549,True,1.0,0.0,1,1,True,0.9346489785476738
500,0.549,True,1.0,0.0,1,1,True,0.9641853163447848
500,0.549,True,1.0,0.0,1,1,True,0.9631595016210401
500,0.549,True,1.0,0.0,1,1,False,0.6276467073721639
500,0.549,True,1.0,0.0,1,1,True,0.9686647411039732
500,0.549,True,1.0,0.0,1,1,True,0.9579563674881922
500,0.549,True,1.0,0.0,1,1,True,0.975883563743595
500,0.549,True,1.0,0.0,1,1,False,0.7142482536583945
500,0.549,True,1.0,0.0,1,1,True,0.940283563546006
500,0.549,True,1.0,0.0,1,1,False,0.8044179461731567
500,0.549,True,1.0,0.0,1,1,True,0.9252692590195408
500,0.549,True,1.0,0.0,1,1,True,0.9764383401860438
500,0.549,True,1.0,0.0,1,1,True,0.9777727557700439
500,0.549,True,1.0,0.0,1,1,False,0.9144388132959644
500,0.549,True,1.0,0.0,1,1,False,0.646857076139465
500,0.549,True,1.0,0.0,1,1,False,0.6482656977338062
500,0.549,True,1.0,0.0,1,1,False,0.5081136641978189
500,0.549,True,1.0,0.0,1,1,True,0.9701680092394186
500,0.549,True,1.0,0.0,1,1,True,0.9772078527321449
500,0.549,True,1.0,0.0,1,1,True,0.9042995232471679
500,0.549,True,1.0,0.0,1,1,False,0.8521592992462823
500,0.549,True,1.0,0.0,1,1,False,0.45645141267279593
500,0.549,True,1.0,0.0,1,1,True,0.9550935550935551
500,0.549,True,1.0,0.0,1,1,True,0.9841575944577051
500,0.549,True,1.0,0.0,1,1,False,0.779217279850855
500,0.549,True,1.0,0.0,1,1,True,0.9521607294779783
500,0.549,True,1.0,0.0,1,1,False,0.8646267186987125
500,0.55,True,1.0,0.0,1,1,False,0.8382982135177883
500,0.549,True,1.0,0.0,1,1,True,0.9708739987025955
500,0.55,True,1.0,0.0,1,1,False,7.254209254920167e-06
500,0.549,True,1.0,0.0,1,1,True,0.9689887542435103
500,0.55,True,1.0,0.0,1,1,False,0.8682715441027277
500,0.55,True,1.0,0.0,1,1,False,0.6530971264075369
500,0.55,True,1.0,0.0,1,1,True,0.9444618056817273
500,0.55,True,1.0,0.0,1,1,True,0.969785199042094
500,0.55,True,1.0,0.0,1,1,False,0.6296441824929054
500,0.55,True,1.0,0.0,1,1,True,0.9534082112550571
500,0.55,True,1.0,0.0,1,1,False,0.46288817611896776
500,0.55,True,1.0,0.0,1,1,True,0.9179004135505019
500,0.55,True,1.0,0.0,1,1,True,0.9131677099919296
500,0.55,True,1.0,0.0,1,1,True,0.9563523219634186
500,0.55,True,1.0,0.0,1,1,False,0.6275092070978354
500,0.55,True,1.0,0.0,1,1,True,0.9335511508022943
500,0.55,True,1.0,0.0,1,1,True,0.9672100117211104
500,0.55,True,1.0,0.0,1,1,True,0.9725533704606103
500,0.55,True,1.0,0.0,1,1,True,0.9675984475164624
500,0.55,True,1.0,0.0,1,1,True,0.9065571152757415
500,0.55,True,1.0,0.0,1,1,False,0.6763897373243739
500,0.55,True,1.0,0.0,1,1,True,0.9777813322476043
500,0.55,True,1.0,0.0,1,1,False,0.4628722940578236
500,0.55,True,1.0,0.0,1,1,False,0.49731188662636316
500,0.55,True,1.0,0.0,1,1,False,0.5512447226670549
500,0.55,True,1.0,0.0,1,1,False,0.7244173748130858
500,0.55,True,1.0,0.0,1,1,False,0.7977660839059465
500,0.55,True,1.0,0.0,1,1,True,0.9812246500065419
500,0.55,True,1.0,0.0,1,1,False,0.5874473088375547
500,0.55,True,1.0,0.0,1,1,True,0.9586176759768399
500,0.55,True,1.0,0.0,1,1,False,0.5935318938783217
500,0.55,True,1.0,0.0,1,1,True,0.9724177038501803
500,0.55,True,1.0,0.0,1,1,True,0.9283328846559614
500,0.55,True,1.0,0.0,1,1,True,0.9277806413206822
500,0.55,True,1.0,0.0,1,1,False,0.6980001165263495
500,0.55,True,1.0,0.0,1,1,True,0.950049833766196
500,0.55,True,1.0,0.0,1,1,False,0.8916047997552038
