size,density,wind,env_index,plant_tree_proportion,tree_burn_time,plant_burn_time,percolation,percentage burnt down
200,0.7375,False,0.75,0.0,1,1,False,0.00315928932975507
200,0.7375,False,0.75,0.0,1,1,False,0.0003377579626439693
200,0.7375,False,0.75,0.0,1,1,False,0.09816034213563234
200,0.7375,False,0.75,0.0,1,1,False,0.10886401298657378
200,0.7375,False,0.75,0.0,1,1,False,3.404834865509023e-05
200,0.7375,False,0.75,0.0,1,1,False,0.3007248831379988
200,0.7375,False,0.75,0.0,1,1,False,0.01223923994996112
200,0.7375,False,0.75,0.0,1,1,False,0.3651332541164488
200,0.7375,False,0.75,0.0,1,1,False,0.4152542372881356
200,0.7375,False,0.75,0.0,1,1,False,0.40906003803314317
200,0.7375,False,0.75,0.0,1,1,True,0.4472243940578577
200,0.7375,False,0.75,0.0,1,1,True,0.4336558630489208
200,0.7375,False,0.75,0.0,1,1,True,0.5361506784581112
200,0.7375,False,0.75,0.0,1,1,False,0.5084441128594682
200,0.7375,False,0.75,0.0,1,1,True,0.5630929791271347
200,0.7375,False,0.75,0.0,1,1,False,0.00013575889220743959
200,0.7375,False,0.75,0.0,1,1,True,0.6386925795053003
200,0.7375,False,0.75,0.0,1,1,True,0.6098532141049435
200,0.7375,False,0.75,0.0,1,1,True,0.6279352637091598
200,0.7375,False,0.75,0.0,1,1,True,0.6554097802010564
200,0.7375,False,0.75,0.0,1,1,True,0.6831776646322959
200,0.7375,False,0.75,0.0,1,1,True,0.677816602775045
200,0.7375,False,0.75,0.0,1,1,True,0.7150685864052555
200,0.7375,False,0.75,0.0,1,1,False,0.11624889010313504
200,0.7375,False,0.75,0.0,1,1,False,0.020787337386637683
200,0.7375,False,0.75,0.0,1,1,True,0.5130101435017131
200,0.7375,False,0.75,0.0,1,1,False,0.0016968133844639766
200,0.7375,False,0.75,0.0,1,1,False,0.0005748098055790363
200,0.7375,False,0.75,0.0,1,1,False,0.34880569202100625
200,0.7375,False,0.75,0.0,1,1,False,0.0071174377224199285
200,0.7375,False,0.75,0.0,1,1,False,0.37944408532643825
200,0.7375,False,0.75,0.0,1,1,False,0.020721386351423964
200,0.7375,False,0.75,0.0,1,1,True,0.43493185603099616
200,0.7375,False,0.75,0.0,1,1,True,0.6347039696518088
200,0.7375,False,0.75,0.0,1,1,True,0.34088519586230287
200,0.7375,False,0.75,0.0,1,1,True,0.4199052132701422
200,0.7375,False,0.75,0.0,1,1,False,3.3763252076440005e-05
200,0.7375,False,0.75,0.0,1,1,True,0.5694420891978972
200,0.7375,False,0.75,0.0,1,1,True,0.6760838783628885
200,0.7375,False,0.75,0.0,1,1,True,0.35649843983177315
200,0.7375,False,0.75,0.0,1,1,False,0.3621235324144972
200,0.7375,False,0.75,0.0,1,1,False,0.27037301021620336
200,0.7375,False,0.75,0.0,1,1,True,0.6768891152997113
200,0.7375,False,0.75,0.0,1,1,True,0.5940140486613051
200,0.7375,False,0.75,0.0,1,1,True,0.5661025013594345
200,0.7375,False,0.75,0.0,1,1,True,0.5624872924432396
200,0.7375,False,0.75,0.0,1,1,False,0.00013544629554381688
200,0.7375,False,0.75,0.0,1,1,True,0.35984129137276183
200,0.7375,False,0.75,0.0,1,1,False,0.0013911509229098805
200,0.7375,False,0.75,0.0,1,1,False,0.001087695445275323
