size,density,wind,env_index,plant_tree_proportion,tree_burn_time,plant_burn_time,percolation,percentage burnt down
200,0.55,False,0.75,0.5,3,1,False,0.00017310022503029253
200,0.55,False,0.75,0.5,3,1,False,0.0010465724751439038
200,0.55,False,0.75,0.5,3,1,False,0.0008634087376964255
200,0.55,False,0.75,0.5,3,1,False,0.00017385257301808066
200,0.55,False,0.75,0.5,3,1,False,0.0005222386630690225
200,0.55,False,0.75,0.5,3,1,False,0.0012148559527941688
200,0.55,False,0.75,0.5,3,1,False,0.0006928206460552524
200,0.55,False,0.75,0.5,3,1,False,0.0006909656244601831
200,0.55,False,0.75,0.5,3,1,False,0.00025935851992737964
200,0.55,False,0.75,0.5,3,1,False,0.003182795698924731
200,0.55,False,0.75,0.5,3,1,False,0.0014773616059789694
200,0.55,False,0.75,0.5,3,1,False,0.0007841087297438578
200,0.55,False,0.75,0.5,3,1,False,0.0008667764583513912
200,0.55,False,0.75,0.5,3,1,False,0.0012899896800825593
200,0.55,False,0.75,0.5,3,1,False,0.0006079555323953448
200,0.55,False,0.75,0.5,3,1,False,0.001296792599636898
200,0.55,False,0.75,0.5,3,1,False,0.001210130521220503
200,0.55,False,0.75,0.5,3,1,False,0.0025463166213012555
200,0.55,False,0.75,0.5,3,1,False,0.0020104895104895103
200,0.55,False,0.75,0.5,3,1,False,0.001806140878988561
200,0.55,False,0.75,0.5,3,1,False,0.0012192997735586135
200,0.55,False,0.75,0.5,3,1,False,0.0005263619615755768
200,0.55,False,0.75,0.5,3,1,False,0.0006091193873999304
200,0.55,False,0.75,0.5,3,1,False,0.009859033122891983
200,0.55,False,0.75,0.5,3,1,False,0.0032073509015256587
200,0.55,False,0.75,0.5,3,1,False,0.0005221932114882506
200,0.55,False,0.75,0.5,3,1,False,0.00043952180028129393
200,0.55,False,0.75,0.5,3,1,False,0.005271344624956792
200,0.6,False,0.75,0.5,3,1,False,0.00015799036258788213
200,0.55,False,0.75,0.5,3,1,False,0.0009539502211430058
200,0.6,False,0.75,0.5,3,1,False,0.0018298989577532024
200,0.6,False,0.75,0.5,3,1,False,0.0007978299026647519
200,0.55,False,0.75,0.5,3,1,False,0.0009555246699096595
200,0.6,False,0.75,0.5,3,1,False,0.003432037672599569
200,0.6,False,0.75,0.5,3,1,False,0.003230890464933018
200,0.6,False,0.75,0.5,3,1,False,0.011208773486009193
200,0.6,False,0.75,0.5,3,1,False,0.0019109801735806991
200,0.6,False,0.75,0.5,3,1,False,0.0020750199521149242
200,0.6,False,0.75,0.5,3,1,False,0.00015835312747426763
200,0.6,False,0.75,0.5,3,1,False,0.002727637384677096
200,0.6,False,0.75,0.5,3,1,False,0.00229448532320595
200,0.6,False,0.75,0.5,3,1,False,0.005588376177550695
200,0.6,False,0.75,0.5,3,1,False,0.0003925879396984925
200,0.6,False,0.75,0.5,3,1,False,0.0039783577339274345
200,0.6,False,0.75,0.5,3,1,False,0.001991238550378335
200,0.6,False,0.75,0.5,3,1,False,0.0009485416172634575
200,0.6,False,0.75,0.5,3,1,False,0.00796655623915444
200,0.6,False,0.75,0.5,3,1,False,0.0016699801192842942
200,0.6,False,0.75,0.5,3,1,False,0.004676601141407736
200,0.6,False,0.75,0.5,3,1,False,0.01779444621768273
200,0.6,False,0.75,0.5,3,1,False,0.02600925482687091
200,0.6,False,0.75,0.5,3,1,False,0.0023122309041620154
200,0.6,False,0.75,0.5,3,1,False,0.015200955033824114
200,0.6,False,0.75,0.5,3,1,False,0.0031239987183595
200,0.6,False,0.75,0.5,3,1,False,0.0027042074286168774
200,0.6,False,0.75,0.5,3,1,False,0.0011060199083583505
200,0.6,False,0.75,0.5,3,1,False,0.0009570141159582104
200,0.65,False,0.75,0.5,3,1,False,0.004872287021999114
200,0.6,False,0.75,0.5,3,1,False,0.005595523581135092
200,0.6,False,0.75,0.5,3,1,False,0.008098139833226428
200,0.6,False,0.75,0.5,3,1,False,0.0015950235265970174
200,0.65,False,0.75,0.5,3,1,False,0.00036662267194603314
200,0.65,False,0.75,0.5,3,1,False,0.007751937984496124
200,0.65,False,0.75,0.5,3,1,False,0.003446505829727946
200,0.65,False,0.75,0.5,3,1,False,0.009852941176470589
200,0.65,False,0.75,0.5,3,1,False,0.00022034520749173705
200,0.65,False,0.75,0.5,3,1,False,0.005391831006721324
200,0.65,False,0.75,0.5,3,1,False,0.003514681115911254
200,0.65,False,0.75,0.5,3,1,False,0.00014844503822459735
200,0.65,False,0.75,0.5,3,1,False,0.019762269379420987
