size,density,wind,env_index,plant_tree_proportion,tree_burn_time,plant_burn_time,percolation,percentage burnt down
200,0.735,False,0.75,0.5,3,1,False,0.00039108330074305825
200,0.735,False,0.75,0.5,3,1,False,0.041791044776119404
200,0.735,False,0.75,0.5,3,1,False,0.05957363327229924
200,0.735,False,0.75,0.5,3,1,False,0.1281583745767127
200,0.735,False,0.75,0.5,3,1,False,0.6864090998234949
200,0.735,False,0.75,0.5,3,1,False,0.32115459628136783
200,0.735,False,0.75,0.5,3,1,False,0.26077348066298345
200,0.735,False,0.75,0.5,3,1,False,0.24874780459246731
200,0.735,False,0.75,0.5,3,1,False,0.45968681247573445
200,0.735,False,0.75,0.5,3,1,False,0.13095471476181142
200,0.735,False,0.75,0.5,3,1,False,0.6957823483467847
200,0.735,False,0.75,0.5,3,1,False,0.6591397149736449
200,0.735,False,0.75,0.5,3,1,False,0.7350114416475972
200,0.735,False,0.75,0.5,3,1,True,1.0003899395593683
200,0.735,False,0.75,0.5,3,1,False,0.7634946411172459
200,0.735,False,0.75,0.5,3,1,False,0.0005208672439611954
200,0.735,False,0.75,0.5,3,1,True,1.2908569192643797
200,0.735,False,0.75,0.5,3,1,False,0.4340848547852641
200,0.735,False,0.75,0.5,3,1,True,0.9416100872938894
200,0.735,False,0.75,0.5,3,1,True,1.0101493309199043
200,0.735,False,0.75,0.5,3,1,False,0.3150259067357513
200,0.735,False,0.75,0.5,3,1,False,0.007891990607878947
200,0.735,False,0.75,0.5,3,1,True,1.1993020550601008
200,0.735,False,0.75,0.5,3,1,True,1.1261518494484102
200,0.735,False,0.75,0.5,3,1,True,0.7591520905130372
200,0.735,False,0.75,0.5,3,1,True,0.8033524654317766
200,0.735,False,0.75,0.5,3,1,False,0.0038983821713988696
200,0.735,False,0.75,0.5,3,1,False,0.12605697931572785
200,0.735,False,0.75,0.5,3,1,False,0.6689439781378099
200,0.735,False,0.75,0.5,3,1,True,1.3370363152082114
200,0.735,False,0.75,0.5,3,1,True,0.7266935379014432
200,0.735,False,0.75,0.5,3,1,False,0.00045457497240080524
200,0.735,False,0.75,0.5,3,1,False,0.00546875
200,0.735,False,0.75,0.5,3,1,False,0.000392875851231011
200,0.735,False,0.75,0.5,3,1,False,0.04678324416025056
200,0.735,False,0.75,0.5,3,1,False,0.0006480041472265422
